image_name,resized_size,patch_size,kernel_dim,Avg_ref_h,Avg_ref_z,mean_box_size,std_size,diff_patch_mbs,aspect_ratio,mae,mre,qual_score,f1_otm,f1_gmns,f1_hdbscan
Image_2921,384,48,3,67,55,61,12.4,13,1.22,1,0.04,0.38,0.962,0.981,0.898
Image_2920,384,48,3,40,79,60,10.44,12,1.98,10,0.43,0.68,0.686,0.686,0.48
Image_2918,384,48,3,47,49,48,1.7,0,1.04,12,0.32,0.52,0.806,0.806,0.469
Image_2916,384,48,3,17,18,18,2.78,30,1.06,51,0.34,0.52,0.851,0.83,0.028
Image_2915,384,48,3,45,48,46,3.97,2,1.07,3,0.05,0.44,0.865,0.895,0.123
Image_2914,384,48,3,33,76,54,3.09,6,2.3,2,0.07,0.38,0.966,0.909,0.24
Image_2913,384,48,3,69,72,70,7.9,22,1.04,7,0.82,0.54,0.696,0.696,0.696
Image_2912,384,48,3,34,36,35,1.03,13,1.06,1,0.01,0.42,0.934,0.972,0.2
Image_2910,384,48,3,49,177,113,1.35,65,3.61,9,0.38,0.66,0.757,0.757,0.494
Image_2908,384,48,3,44,53,48,4.41,0,1.2,0,0.0,0.36,0.918,0.985,0.582
Image_2248,384,48,3,38,56,47,2.96,1,1.47,12,0.18,0.46,0.898,0.898,0.107
Image_2225,384,48,3,94,109,102,13.89,54,1.16,0,0.0,0.57,0.973,0.944,0.417
Image_2209,384,48,3,100,148,124,8.56,76,1.48,2,0.21,0.61,0.9,0.9,0.429
Image_2203,384,48,3,64,100,82,8.41,34,1.56,3,0.15,0.42,0.927,0.927,0.411
Image_2195,384,48,3,122,115,118,8.88,70,1.06,4,0.42,0.68,0.818,0.818,0.375
Image_2177,384,48,3,79,128,104,7.82,56,1.62,2,0.08,0.46,0.902,0.902,0.5
Image_2165,384,48,3,81,104,92,3.98,44,1.28,11,0.31,0.52,0.814,0.793,0.154
Image_2155,384,48,3,101,95,98,3.77,50,1.06,4,0.18,0.63,0.872,0.9,0.364
Image_2152,384,48,3,72,127,100,26.52,52,1.76,5,0.29,0.38,0.849,0.824,0.24
Image_2142,384,48,3,76,87,82,15.41,34,1.14,3,0.08,0.47,0.93,0.914,0.293
Image_2141,384,48,3,83,109,96,7.47,48,1.31,1,0.1,0.44,0.952,0.851,0.429
Image_2138,384,48,3,53,83,68,7.41,20,1.57,6,0.26,0.41,0.885,0.885,0.389
Image_2140,384,48,3,77,73,75,17.72,27,1.05,5,0.19,0.51,0.894,0.894,0.385
Image_2051,384,48,3,102,56,79,9.09,31,1.82,6,0.28,0.66,0.833,0.833,0.235
Image_2036,384,48,3,76,51,64,4.55,16,1.49,5,0.15,0.77,0.857,0.815,0.5
Image_2035,384,48,3,108,40,74,5.26,26,2.7,13,0.31,0.79,0.738,0.758,0.377
Image_2026,384,48,3,83,58,70,4.52,22,1.43,7,0.3,0.85,0.821,0.821,0.769
Image_2019,384,48,3,119,81,100,5.13,52,1.47,16,0.52,0.83,0.636,0.636,0.324
Image_2018,384,48,3,34,73,54,4.33,6,2.15,29,0.3,0.7,0.78,0.788,0.085
Image_2011,384,48,3,55,35,45,2.34,3,1.57,53,0.4,0.69,0.749,0.749,0.049
Image_2009,384,48,3,29,22,26,0.94,22,1.32,316,0.61,0.77,0.556,0.556,0.02
Image_2008,384,48,3,51,46,48,2.13,0,1.11,77,0.64,0.8,0.522,0.522,0.091
Image_2007,384,48,3,41,36,38,13.34,10,1.14,46,0.3,0.67,0.811,0.7,0.036
Image_2005,384,48,3,31,24,28,0.47,20,1.29,195,0.58,0.78,0.589,0.589,0.051
Image_2004,384,48,3,35,22,28,1.89,20,1.59,253,0.53,0.73,0.641,0.641,0.018
Image_1493,384,48,3,17,28,22,1.32,26,1.65,52,3.35,0.27,0.361,0.356,0.029
Image_1463,384,48,3,31,37,34,6.78,14,1.19,12,0.25,0.31,0.872,0.863,0.0
Image_1461,384,48,3,15,23,19,1.67,29,1.53,69,2.26,0.37,0.461,0.458,0.078
Image_1456,384,48,3,15,21,18,2.32,30,1.4,60,0.48,0.49,0.781,0.778,0.04
Image_1130,384,48,3,15,10,12,1.7,36,1.5,22,0.56,0.92,0.248,0.248,0.0
Image_1106,384,48,3,31,28,30,5.92,18,1.11,2,0.04,0.65,0.5,0.406,0.166
Image_998,384,48,3,34,42,38,2.51,10,1.24,1,0.04,0.6,0.837,0.649,0.506
Image_996,384,48,3,59,78,68,8.63,20,1.32,1,0.06,0.55,0.88,0.912,0.912
Image_993,384,48,3,59,75,67,11.75,19,1.27,5,0.4,0.36,0.828,0.828,0.919
Image_991,384,48,3,18,29,24,1.05,24,1.61,18,0.16,0.66,0.746,0.717,0.059
Image_990,384,48,3,19,27,23,0.94,25,1.42,2,0.02,0.64,0.686,0.701,0.052
Image_989,384,48,3,27,82,54,8.61,6,3.04,4,0.05,0.52,0.868,0.803,0.11
Image_988,384,48,3,57,114,86,2.34,38,2.0,4,0.24,0.46,0.857,0.857,0.667
Image_985,384,48,3,30,46,38,6.6,10,1.53,13,0.2,0.66,0.766,0.766,0.037
Image_907,384,48,3,48,125,86,11.0,38,2.6,13,0.31,0.67,0.667,0.708,0.129
Image_906,384,48,3,13,28,20,3.02,28,2.15,10,0.04,0.62,0.635,0.751,0.0
Image_701,384,48,3,40,73,56,2.83,8,1.82,9,0.13,0.45,0.878,0.84,0.065
Image_693,384,48,3,61,84,72,2.03,24,1.38,4,0.19,0.5,0.895,0.895,0.381
Image_680,384,48,3,53,145,99,4.26,51,2.74,6,0.32,0.58,0.8,0.8,0.667
Image_349,384,48,3,51,100,76,2.28,28,1.96,8,0.25,0.47,0.859,0.846,0.098
Image_342,384,48,3,49,64,56,21.39,8,1.31,6,0.1,0.51,0.891,0.9,0.091
Image_336,384,48,3,35,45,40,4.14,8,1.29,140,0.89,0.93,0.186,0.186,0.0
Image_330,384,48,3,84,111,98,8.1,50,1.32,30,0.54,0.69,0.625,0.625,0.148
Image_317,384,48,3,16,25,20,3.57,28,1.56,5,0.26,0.69,0.69,0.348,0.364
Image_313,384,48,3,83,125,104,10.78,56,1.51,31,0.57,0.68,0.597,0.597,0.296
Image_293,384,48,3,45,72,58,6.54,10,1.6,15,0.27,0.47,0.845,0.845,0.217
Image_291,384,48,3,54,99,76,11.11,28,1.83,4,0.38,0.45,0.755,0.833,0.833
Image_286,384,48,3,53,87,70,13.14,22,1.64,6,0.36,0.55,0.769,0.769,0.286
Image_2,384,48,3,50,82,66,1.94,18,1.64,2,0.31,0.4,0.857,0.857,0.857
Image_7645,384,64,3,43,145,94,5.91,30,3.37,26,0.64,0.79,0.519,0.519,0.533
Image_7095,384,64,3,35,116,76,3.4,12,3.31,33,0.4,0.56,0.713,0.742,0.11
Image_7661,384,64,3,30,41,36,3.7,28,1.37,15,0.29,0.48,0.828,0.828,0.235
Image_7662,384,64,3,47,35,41,3.97,23,1.34,4,0.12,0.44,0.921,0.938,0.125
Image_6661,384,64,3,11,12,12,0.71,52,1.09,67,0.22,0.67,0.872,0.814,0.051
Image_6660,384,64,3,279,30,154,2.16,90,9.3,5,0.32,0.87,0.235,0.125,0.424
Image_6659,384,64,3,40,323,182,2.49,118,8.07,6,0.39,0.76,0.333,0.421,0.444
Image_6658,384,64,3,15,9,12,1.7,52,1.67,168,0.32,0.79,0.274,0.294,0.0
Image_6657,384,64,3,25,25,25,7.83,39,1.0,12,0.11,0.45,0.854,0.73,0.263
Image_6656,384,64,3,29,30,30,2.13,34,1.03,9,0.08,0.38,0.952,0.952,0.131
Image_6655,384,64,3,9,73,41,1.47,23,8.11,33,0.12,0.56,0.37,0.404,0.0
Image_6653,384,64,3,17,21,19,1.48,45,1.24,13,0.04,0.51,0.908,0.862,0.013
Image_6652,384,64,3,41,79,60,1.73,4,1.93,3,0.1,0.31,0.905,0.952,0.881
Image_6651,384,64,3,40,151,96,5.4,32,3.77,4,0.26,0.7,0.399,0.399,0.324
Image_6650,384,64,3,75,90,82,4.31,18,1.2,12,1.41,0.25,0.571,0.571,0.71
Image_6649,384,64,3,17,46,32,18.54,32,2.71,4,0.04,0.51,0.675,0.444,0.053
Image_6648,384,64,3,20,19,20,1.09,44,1.05,9,0.23,0.6,0.841,0.829,0.08
Image_6645,384,64,3,34,32,33,2.78,31,1.06,1,0.03,0.36,0.986,0.986,0.364
Image_6644,384,64,3,6,12,9,0.71,55,2.0,116,0.19,0.81,0.696,0.617,0.056
Image_5944,384,64,3,40,57,48,2.85,16,1.43,2,0.15,0.41,0.815,0.72,0.348
Image_5940,384,64,3,78,79,78,13.21,14,1.01,12,0.77,0.35,0.714,0.656,0.138
Image_5939,384,64,3,83,133,108,18.67,44,1.6,5,1.43,0.64,0.48,0.545,0.857
Image_5938,384,64,3,57,88,72,6.97,8,1.54,9,0.4,0.41,0.83,0.797,0.693
Image_5936,384,64,3,54,69,62,2.19,2,1.28,10,1.18,0.24,0.615,0.589,1.0
Image_5934,384,64,3,61,84,72,7.26,8,1.38,0,0.0,0.45,0.903,0.903,0.462
Image_5933,384,64,3,79,44,62,6.98,2,1.8,1,0.07,0.49,0.818,0.7,0.323
Image_5932,384,64,3,99,64,82,4.21,18,1.55,3,0.17,0.35,0.919,0.919,0.947
Image_5931,384,64,3,86,137,112,8.67,48,1.59,5,1.11,0.75,0.615,0.615,0.364
Image_5930,384,64,3,65,71,68,2.72,4,1.09,1,0.06,0.6,0.75,0.846,0.691
Image_5929,384,64,3,32,57,44,3.11,20,1.78,28,0.58,0.28,0.774,0.774,0.383
Image_5926,384,64,3,42,73,58,1.05,6,1.74,2,0.24,0.39,0.836,0.836,0.698
Image_5925,384,64,3,138,98,118,19.77,54,1.41,13,1.37,0.29,0.581,0.56,0.167
Image_5924,384,64,3,101,103,102,6.4,38,1.02,9,1.2,0.26,0.609,0.609,0.897
Image_5923,384,64,3,81,68,74,3.3,10,1.19,0,0.0,0.47,0.96,0.818,0.8
Image_5922,384,64,3,26,36,31,0.94,33,1.38,14,0.28,0.61,0.833,0.744,0.167
Image_5921,384,64,3,51,76,64,1.82,0,1.49,8,0.36,0.36,0.846,0.846,0.462
Image_5918,384,64,3,72,53,62,3.25,2,1.36,4,0.47,0.48,0.706,0.645,0.642
Image_5917,384,64,3,53,74,64,1.57,0,1.4,2,0.19,0.54,0.816,0.816,0.764
Image_5915,384,64,3,49,56,52,2.87,12,1.14,0,0.0,0.45,0.909,0.909,0.48
Image_5602,384,64,3,54,74,64,1.57,0,1.37,10,0.32,0.53,0.784,0.784,0.654
Image_5601,384,64,3,54,74,64,1.67,0,1.37,7,0.24,0.54,0.863,0.863,0.819
Image_5600,384,64,3,21,24,22,1.05,42,1.14,13,0.1,0.41,0.927,0.923,0.026
Image_5598,384,64,3,58,79,68,1.71,4,1.36,23,0.49,0.63,0.667,0.667,0.148
Image_5596,384,64,3,35,49,42,4.73,22,1.4,2,0.05,0.44,0.976,0.963,0.261
Image_5595,384,64,3,69,92,80,4.59,16,1.33,1,0.07,0.54,0.966,0.966,0.636
Image_5594,384,64,3,60,77,68,2.89,4,1.28,14,0.47,0.67,0.682,0.651,0.393
Image_5593,384,64,3,49,65,57,3.83,7,1.33,5,0.18,0.47,0.88,0.809,0.748
Image_5592,384,64,3,37,21,29,1.18,35,1.76,10,0.1,0.41,0.949,0.933,0.021
Image_5591,384,64,3,65,47,56,2.98,8,1.38,12,0.27,0.48,0.842,0.842,0.306
Image_5590,384,64,3,74,102,88,7.77,24,1.38,1,0.05,0.45,0.8,0.759,0.835
Image_5588,384,64,3,36,42,39,2.51,25,1.17,21,0.3,0.49,0.824,0.824,0.339
Image_5587,384,64,3,57,72,64,2.1,0,1.26,10,0.38,0.58,0.7,0.667,0.707
Image_5585,384,64,3,44,59,52,3.3,12,1.34,15,0.32,0.51,0.81,0.795,0.3
Image_5584,384,64,3,37,27,32,3.11,32,1.37,11,0.18,0.5,0.893,0.862,0.175
Image_5583,384,64,3,52,68,60,2.11,4,1.31,2,0.19,0.33,0.909,0.909,0.857
Image_5582,384,64,3,37,38,38,2.05,26,1.03,15,0.46,0.25,0.81,0.81,0.379
Image_5581,384,64,3,72,101,86,4.3,22,1.4,2,0.31,0.6,0.857,0.857,0.667
Image_5580,384,64,3,42,48,45,1.94,19,1.14,12,0.22,0.54,0.875,0.875,0.25
Image_5576,384,64,3,44,48,46,4.38,18,1.09,13,0.16,0.55,0.912,0.897,0.206
Image_5575,384,64,3,69,73,71,3.01,7,1.06,5,0.67,0.48,0.737,0.737,0.857
Image_5574,384,64,3,20,21,20,1.09,44,1.05,17,0.16,0.49,0.914,0.856,0.138
Image_5573,384,64,3,42,43,42,2.25,22,1.02,3,0.13,0.24,0.939,0.939,0.323
Image_5572,384,64,3,60,96,78,7.49,14,1.6,7,2.8,0.39,0.364,0.364,0.0
Image_5571,384,64,3,51,65,58,1.59,6,1.27,6,0.23,0.5,0.87,0.844,0.795
Image_5568,384,64,3,38,49,44,9.86,20,1.29,13,0.3,0.49,0.822,0.822,0.308
Image_5567,384,64,3,45,41,43,6.13,21,1.1,6,0.13,0.35,0.938,0.917,0.075
Image_5566,384,64,3,60,74,67,9.57,3,1.23,4,0.14,0.27,0.935,0.935,0.5
Image_5563,384,64,3,17,12,14,2.03,50,1.42,35,0.16,0.67,0.907,0.886,0.103
Image_5390,384,64,3,84,53,68,10.3,4,1.58,5,0.53,0.32,0.783,0.746,0.353
Image_5386,384,64,3,51,77,64,1.97,0,1.51,2,0.16,0.37,0.923,0.923,0.88
Image_5382,384,64,3,48,65,56,2.34,8,1.35,2,0.17,0.6,0.778,0.706,0.577
Image_5380,384,64,3,94,76,85,6.04,21,1.24,1,0.12,0.44,0.941,0.941,0.875
Image_5378,384,64,3,76,73,74,2.42,10,1.04,1,0.1,0.55,0.952,0.905,0.267
Image_5376,384,64,3,100,77,88,6.25,24,1.3,3,0.29,0.54,0.87,0.829,0.96
Image_5375,384,64,3,100,79,90,7.9,26,1.27,5,0.37,0.35,0.839,0.839,0.839
Image_5372,384,64,3,57,47,52,5.72,12,1.21,13,0.7,0.28,0.735,0.735,0.967
Image_5371,384,64,3,53,52,52,3.28,12,1.02,20,0.82,0.19,0.706,0.706,0.827
Image_5369,384,64,3,42,50,46,5.72,18,1.19,3,0.13,0.43,0.919,0.939,0.424
Image_5368,384,64,3,26,24,25,1.72,39,1.08,13,0.09,0.46,0.932,0.939,0.026
Image_5367,384,64,3,19,31,25,0.47,39,1.63,28,0.16,0.47,0.905,0.911,0.026
Image_5366,384,64,3,26,37,32,1.56,32,1.42,1,0.02,0.43,0.955,0.895,0.394
Image_5364,384,64,3,49,56,52,2.57,12,1.14,7,0.23,0.43,0.868,0.868,0.85
Image_5363,384,64,3,31,40,36,3.71,28,1.29,4,0.13,0.33,0.939,0.939,0.108
Image_5361,384,64,3,29,43,36,4.15,28,1.48,9,0.49,0.29,0.8,0.8,0.138
Image_5360,384,64,3,29,40,34,2.55,30,1.38,2,0.03,0.38,0.953,0.953,0.243
Image_5359,384,64,3,17,24,20,0.64,44,1.41,3,0.1,0.48,0.952,0.905,0.706
Image_5358,384,64,3,55,73,64,3.13,0,1.33,4,0.14,0.41,0.926,0.926,0.571
Image_5149,384,64,3,25,32,28,2.16,36,1.28,17,0.18,0.51,0.913,0.894,0.035
Image_5143,384,64,3,23,45,34,8.85,30,1.96,17,0.21,0.6,0.865,0.857,0.062
Image_5142,384,64,3,22,29,26,3.27,38,1.32,15,0.08,0.49,0.919,0.91,0.01
Image_4970,384,64,3,35,46,40,1.87,24,1.31,6,0.12,0.54,0.901,0.901,0.268
Image_4969,384,64,3,38,28,33,5.18,31,1.36,21,0.16,0.46,0.884,0.865,0.035
Image_4967,384,64,3,65,99,82,3.4,18,1.52,3,0.18,0.52,0.858,0.757,0.643
Image_4966,384,64,3,60,83,72,6.22,8,1.38,17,0.58,0.33,0.773,0.773,0.441
Image_4965,384,64,3,75,120,98,17.03,34,1.6,5,0.48,0.6,0.8,0.8,0.696
Image_4964,384,64,3,41,55,48,8.38,16,1.34,18,0.26,0.47,0.85,0.85,0.111
Image_4963,384,64,3,19,31,25,2.49,39,1.63,44,0.17,0.5,0.899,0.908,0.018
Image_4962,384,64,3,37,41,39,5.26,25,1.11,4,0.12,0.39,0.885,0.764,0.393
Image_4961,384,64,3,10,17,14,1.97,50,1.7,64,0.15,0.66,0.863,0.802,0.052
Image_4960,384,64,3,59,84,72,19.51,8,1.42,6,0.26,0.37,0.849,0.885,0.867
Image_4959,384,64,3,38,62,50,1.65,14,1.63,0,0.0,0.49,0.735,0.622,0.268
Image_4958,384,64,3,44,60,52,11.44,12,1.36,7,0.06,0.4,0.941,0.894,0.033
Image_4957,384,64,3,26,35,30,9.81,34,1.35,29,0.24,0.49,0.821,0.827,0.073
Image_4956,384,64,3,27,45,36,7.56,28,1.67,18,0.15,0.5,0.894,0.873,0.057
Image_4955,384,64,3,35,46,40,9.02,24,1.31,9,0.06,0.37,0.892,0.88,0.027
Image_4954,384,64,3,43,66,54,9.37,10,1.53,1,0.03,0.63,0.776,0.696,0.518
Image_4953,384,64,3,30,52,41,7.53,23,1.73,15,0.23,0.46,0.842,0.852,0.175
Image_4952,384,64,3,19,23,21,3.12,43,1.21,73,0.23,0.55,0.855,0.847,0.016
Image_4951,384,64,3,22,19,20,3.11,44,1.16,44,0.21,0.64,0.852,0.817,0.0
Image_4950,384,64,3,41,54,48,11.93,16,1.32,10,0.23,0.53,0.868,0.868,0.195
Image_4949,384,64,3,24,35,30,3.76,34,1.46,11,0.1,0.52,0.902,0.896,0.021
Image_4948,384,64,3,81,140,110,17.37,46,1.73,10,1.18,0.57,0.519,0.519,0.733
Image_4947,384,64,3,20,35,28,3.65,36,1.75,64,0.24,0.49,0.86,0.853,0.019
Image_4946,384,64,3,40,56,48,12.03,16,1.4,12,0.2,0.34,0.893,0.879,0.315
Image_4945,384,64,3,33,44,38,1.26,26,1.33,5,0.11,0.48,0.892,0.722,0.328
Image_4944,384,64,3,24,32,28,4.51,36,1.33,27,0.35,0.62,0.784,0.723,0.119
Image_4943,384,64,3,42,64,53,2.46,11,1.52,26,0.28,0.51,0.818,0.818,0.06
Image_4942,384,64,3,49,78,64,2.21,0,1.59,20,0.55,0.33,0.783,0.774,0.526
Image_4941,384,64,3,31,42,36,3.71,28,1.35,16,0.08,0.37,0.933,0.873,0.023
Image_4940,384,64,3,53,98,76,5.22,12,1.85,12,0.62,0.26,0.76,0.744,0.83
Image_4939,384,64,3,70,95,82,16.33,18,1.36,2,0.11,0.49,0.922,0.865,0.598
Image_4938,384,64,3,26,51,38,9.32,26,1.96,20,0.25,0.53,0.809,0.772,0.158
Image_4933,384,64,3,77,59,68,8.67,4,1.31,2,0.04,0.43,0.912,0.912,0.071
Image_4924,384,64,3,36,59,48,4.56,16,1.64,8,0.11,0.52,0.819,0.881,0.282
Image_4923,384,64,3,39,59,49,4.47,15,1.51,1,0.03,0.5,0.792,0.836,0.784
Image_4908,384,64,3,42,74,58,7.45,6,1.76,9,0.58,0.38,0.749,0.769,0.694
Image_4904,384,64,3,60,86,73,9.72,9,1.43,4,0.53,0.33,0.778,0.778,1.0
Image_4903,384,64,3,56,73,64,3.09,0,1.3,2,0.1,0.4,0.947,0.947,0.364
Image_4885,384,64,3,51,41,46,6.71,18,1.24,2,0.15,0.74,0.375,0.375,0.426
Image_4875,384,64,3,57,74,66,4.85,2,1.3,12,0.23,0.55,0.844,0.844,0.095
Image_4874,384,64,3,43,66,54,5.17,10,1.53,25,0.27,0.47,0.845,0.838,0.111
Image_4502,384,64,3,23,312,168,3.28,104,13.57,19,0.47,0.72,0.182,0.14,0.0
Image_4501,384,64,3,20,321,170,5.21,106,16.05,15,0.45,0.79,0.167,0.263,0.158
Image_4500,384,64,3,44,351,198,8.12,134,7.98,4,0.32,0.79,0.286,0.5,0.0
Image_4497,384,64,3,24,301,162,11.72,98,12.54,36,0.71,0.83,0.182,0.214,0.205
Image_4496,384,64,3,27,337,182,10.04,118,12.48,92,0.87,0.92,0.142,0.142,0.276
Image_4494,384,64,3,14,285,150,11.98,86,20.36,70,0.73,0.79,0.286,0.255,0.194
Image_4493,384,64,3,19,308,164,2.21,100,16.21,8,0.3,0.8,0.0,0.207,0.414
Image_4409,384,64,3,48,80,64,13.0,0,1.67,11,0.54,0.75,0.621,0.621,0.741
Image_4407,384,64,3,20,39,30,18.12,34,1.95,12,0.15,0.48,0.843,0.763,0.614
Image_4406,384,64,3,13,27,20,11.5,44,2.08,1,0.07,0.59,0.87,0.917,0.909
Image_4296,384,64,3,59,67,63,3.89,1,1.14,3,0.08,0.39,0.939,0.939,0.359
Image_4286,384,64,3,17,27,22,4.13,42,1.59,59,0.15,0.48,0.897,0.886,0.012
Image_4175,384,64,3,78,126,102,4.58,38,1.62,5,0.3,0.72,0.841,0.786,0.578
Image_4170,384,64,3,29,119,74,5.58,10,4.1,16,0.32,0.6,0.63,0.667,0.105
Image_4123,384,64,3,69,61,65,10.97,1,1.13,1,0.07,0.54,0.923,0.88,0.519
Image_4122,384,64,3,68,111,90,16.9,26,1.63,2,0.19,0.6,0.865,0.816,0.364
Image_4121,384,64,3,69,108,88,7.0,24,1.57,8,0.43,0.68,0.714,0.714,0.667
Image_4120,384,64,3,43,56,50,3.53,14,1.3,20,0.3,0.53,0.811,0.821,0.08
Image_4119,384,64,3,78,112,95,2.49,31,1.44,5,0.67,0.37,0.737,0.737,1.0
Image_4116,384,64,3,59,80,70,4.25,6,1.36,0,0.0,0.47,0.929,0.846,0.211
Image_4115,384,64,3,39,72,56,4.39,8,1.85,2,0.31,0.7,0.789,0.706,0.48
Image_4113,384,64,3,40,57,48,4.57,16,1.43,24,0.39,0.64,0.742,0.742,0.0
Image_4111,384,64,3,35,42,38,2.94,26,1.2,10,0.29,0.63,0.741,0.786,0.789
Image_4110,384,64,3,132,52,92,17.65,28,2.54,7,1.27,0.3,0.588,0.588,0.857
Image_4089,384,64,3,31,60,46,1.33,18,1.94,18,0.23,0.44,0.868,0.859,0.127
Image_4088,384,64,3,46,59,52,4.74,12,1.28,1,0.04,0.43,0.945,0.883,0.522
Image_4087,384,64,3,40,31,36,0.71,28,1.29,16,0.12,0.47,0.932,0.937,0.033
Image_4086,384,64,3,53,75,64,2.4,0,1.42,2,0.19,0.37,0.909,0.909,0.957
Image_4085,384,64,3,26,36,31,1.44,33,1.38,9,0.12,0.39,0.933,0.933,0.045
Image_4084,384,64,3,44,57,50,6.06,14,1.3,1,0.07,0.51,0.917,0.96,0.286
Image_4083,384,64,3,54,54,54,1.32,10,1.0,35,0.59,0.3,0.771,0.771,0.082
Image_4082,384,64,3,28,22,25,1.78,39,1.27,9,0.09,0.41,0.908,0.897,0.122
Image_4079,384,64,3,44,61,52,3.18,12,1.39,5,0.26,0.25,0.884,0.884,0.703
Image_4078,384,64,3,32,52,42,3.92,22,1.62,0,0.0,0.42,0.955,0.885,0.098
Image_4077,384,64,3,17,34,26,4.73,38,2.0,52,0.31,0.31,0.864,0.862,0.018
Image_4074,384,64,3,48,62,55,2.63,9,1.29,3,0.11,0.41,0.917,0.87,0.686
Image_4073,384,64,3,65,60,62,5.03,2,1.08,1,0.04,0.28,0.98,0.98,0.718
Image_4072,384,64,3,65,86,76,4.11,12,1.32,2,0.21,0.44,0.852,0.852,0.9
Image_4069,384,64,3,35,26,30,2.89,34,1.35,15,0.11,0.4,0.94,0.923,0.033
Image_4068,384,64,3,71,99,85,4.99,21,1.39,4,0.62,0.43,0.75,0.75,0.667
Image_4067,384,64,3,38,52,45,2.07,19,1.37,1,0.02,0.38,0.988,0.964,0.133
Image_4066,384,64,3,72,98,85,4.13,21,1.36,3,0.46,0.49,0.741,0.8,0.816
Image_4065,384,64,3,51,40,46,4.7,18,1.27,2,0.06,0.43,0.972,0.972,0.426
Image_4063,384,64,3,57,57,57,3.93,7,1.0,6,1.09,0.27,0.625,0.625,0.9
Image_4062,384,64,3,15,25,20,4.78,44,1.67,0,0.0,0.48,0.852,0.832,0.048
Image_3697,384,64,3,149,108,128,8.06,64,1.38,1,0.1,0.75,0.952,0.952,0.308
Image_3696,384,64,3,146,126,136,6.6,72,1.16,6,0.41,0.86,0.727,0.727,0.0
Image_3694,384,64,3,57,86,72,4.52,8,1.51,3,0.1,0.44,0.923,0.923,0.371
Image_3693,384,64,3,44,54,49,2.17,15,1.23,7,0.24,0.22,0.892,0.892,0.364
Image_3651,384,64,3,89,114,102,8.77,38,1.28,6,1.09,0.64,0.625,0.625,0.429
Image_3650,384,64,3,47,81,64,9.85,0,1.72,8,1.23,0.69,0.462,0.522,0.667
Image_3645,384,64,3,45,49,47,8.12,17,1.09,18,0.42,0.49,0.815,0.824,0.182
Image_3644,384,64,3,63,61,62,17.41,2,1.03,7,1.08,0.63,0.632,0.632,0.556
Image_3501,384,64,3,30,41,36,6.66,28,1.37,1,0.02,0.4,0.983,0.975,0.125
Image_3500,384,64,3,51,70,60,4.19,4,1.37,2,0.15,0.38,0.929,0.929,0.75
Image_3494,384,64,3,85,53,69,4.23,5,1.6,5,0.15,0.47,0.914,0.928,0.15
Image_3342,384,64,3,72,112,92,3.12,28,1.56,1,0.07,0.48,0.96,0.96,0.8
Image_3341,384,64,3,52,57,54,2.28,10,1.1,3,0.09,0.31,0.928,0.957,0.857
Image_3339,384,64,3,67,94,80,5.02,16,1.4,12,0.89,0.33,0.684,0.684,0.75
Image_3329,384,64,3,15,10,12,2.06,52,1.5,91,0.34,0.75,0.734,0.319,0.073
Image_3310,384,64,3,40,50,45,1.94,19,1.25,10,0.47,0.15,0.808,0.808,0.558
Image_3309,384,64,3,49,80,64,4.99,0,1.63,4,0.32,0.23,0.857,0.857,0.545
Image_3284,384,64,3,80,92,86,18.34,22,1.15,5,0.43,0.31,0.815,0.815,0.738
Image_3283,384,64,3,31,32,32,9.74,32,1.03,8,0.18,0.49,0.861,0.889,0.569
Image_3282,384,64,3,57,63,60,10.84,4,1.11,3,0.11,0.34,0.86,0.798,0.524
Image_3281,384,64,3,90,57,74,14.73,10,1.58,4,0.35,0.38,0.846,0.846,0.571
Image_3279,384,64,3,44,59,52,7.88,12,1.34,4,0.21,0.33,0.883,0.905,0.686
Image_3278,384,64,3,55,41,48,4.52,16,1.34,18,0.37,0.57,0.753,0.753,0.125
Image_3275,384,64,3,80,72,76,5.56,12,1.11,12,0.49,0.6,0.667,0.667,0.571
Image_3271,384,64,3,96,102,99,12.29,35,1.06,10,0.32,0.59,0.808,0.808,0.174
Image_3270,384,64,3,68,80,74,7.03,10,1.18,5,0.34,0.34,0.848,0.822,0.417
Image_3268,384,64,3,68,77,72,11.06,8,1.13,1,0.05,0.52,0.974,0.947,0.515
Image_3160,384,64,3,89,93,91,7.13,27,1.04,3,0.29,0.52,0.87,0.87,0.267
Image_2956,384,64,3,81,46,64,12.53,0,1.76,7,0.38,0.52,0.748,0.837,0.958
Image_2955,384,64,3,39,31,35,3.12,29,1.26,17,0.14,0.47,0.896,0.916,0.037
Image_2954,384,64,3,47,78,62,0.88,2,1.66,19,0.33,0.55,0.733,0.787,0.19
Image_2952,384,64,3,28,59,44,3.1,20,2.11,3,0.05,0.38,0.938,0.922,0.229
Image_2951,384,64,3,39,68,54,1.05,10,1.74,1,0.06,0.41,0.889,0.846,0.632
Image_2949,384,64,3,87,37,62,2.86,2,2.35,11,0.31,0.51,0.793,0.814,0.527
Image_2948,384,64,3,80,78,79,3.24,15,1.03,6,1.09,0.33,0.625,0.625,0.706
Image_2947,384,64,3,51,60,56,1.97,8,1.18,1,0.03,0.34,0.943,0.972,0.435
Image_2946,384,64,3,72,63,68,12.06,4,1.14,5,0.67,0.37,0.737,0.737,0.909
Image_2945,384,64,3,75,52,64,1.33,0,1.44,6,0.29,0.56,0.824,0.824,0.966
